* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
276, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
277, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:cachalot_whale, 60, 1, 2
278, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:frilled_shark, 60, 1, 1
279, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:giant_squid, 60, 1, 2
280, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 1, 3, 5
281, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 1, 1, 1
282, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexscaves:lanternfish, 60, 15, 20
283, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:blobfish, 60, 2, 2
284, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:comb_jelly, 60, 2, 3
285, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 60, 5, 12
286, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:flying_fish, 60, 3, 6
287, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, fintastic:minnow, 1, 3, 8
288, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:tripodfish, 60, 1, 2
289, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:sea_pig, 60, 3, 4
290, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:gossamer_worm, 60, 1, 1
291, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:spider, 35, 4, 4
292, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:zombie, 30, 4, 4
293, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:zombie_villager, 30, 1, 1
294, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:skeleton, 60, 4, 4
295, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:creeper, 60, 4, 4
296, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:slime, 60, 4, 4
297, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:enderman, 40, 1, 4
298, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:witch, 30, 1, 1
299, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:bewereager, 30, 1, 2
300, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:cliff_hanger, 30, 1, 1
301, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:ghoul, 15, 1, 1
302, extreme_hills, dreamwoods:alpine_fields, MONSTER, embers:ancient_golem, 30, 1, 1
303, extreme_hills, dreamwoods:alpine_fields, MONSTER, crypticfoes:howler, 45, 1, 3
304, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:limpet, 20, 1, 1
305, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:quake, 15, 1, 1
306, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:wicked, 10, 1, 3
307, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:centipede_head, 30, 1, 1
308, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
309, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:murmur, 30, 1, 1
310, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
311, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
312, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
313, extreme_hills, dreamwoods:alpine_fields, MONSTER, quark:stoneling, 10, 1, 1
314, extreme_hills, dreamwoods:alpine_fields, MONSTER, quark:toretoise, 10, 2, 4
315, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
316, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
317, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:boulder, 10, 1, 1
318, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
319, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
320, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
321, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
322, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:dig, 15, 1, 1
323, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
324, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
325, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
326, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:drimble, 5, 1, 1
327, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
328, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
329, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
330, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
331, extreme_hills, dreamwoods:alpine_fields, MONSTER, adamsarsplus:mage, 10, 1, 2
332, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
333, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:reaper, 10, 1, 1
334, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:wraith, 10, 1, 1
335, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:web_spider, 10, 4, 4
336, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:warlock, 10, 1, 1
337, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:heretic, 10, 1, 1
338, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:maverick, 10, 1, 1
339, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
340, extreme_hills, dreamwoods:alpine_fields, MONSTER, mowziesmobs:grottol, 30, 1, 1
341, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
342, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
343, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
344, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
345, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
346, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
347, extreme_hills, dreamwoods:alpine_fields, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
348, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
349, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
350, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
351, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
352, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:scamp, 15, 1, 1
353, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
354, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
355, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
356, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
357, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
358, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
359, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
360, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
361, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
362, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
363, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:undead_miner, 30, 1, 2
364, extreme_hills, dreamwoods:alpine_fields, MONSTER, terramity:uvogre, 10, 1, 1
365, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
366, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
367, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
368, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
369, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:donkey, 30, 1, 2
370, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:rabbit, 30, 2, 6
371, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:sheep, 50, 2, 4
372, extreme_hills, dreamwoods:alpine_fields, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
373, extreme_hills, dreamwoods:alpine_fields, CREATURE, vintagevibes:butterfly, 3, 2, 8
374, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:sunbird, 30, 1, 1
375, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:raccoon, 30, 2, 4
376, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:crow, 30, 3, 5
377, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:gelada_monkey, 30, 9, 16
378, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:bison, 30, 6, 10
379, extreme_hills, dreamwoods:alpine_fields, CREATURE, quark:shiba, 20, 1, 3
380, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
381, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
382, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:hedgehog, 10, 2, 3
383, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:opossum, 10, 2, 2
384, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
385, extreme_hills, dreamwoods:alpine_fields, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
386, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:weasel, 9, 2, 3
387, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
388, extreme_hills, dreamwoods:alpine_fields, AMBIENT, minecraft:bat, 30, 8, 8
389, extreme_hills, dreamwoods:alpine_fields, AMBIENT, alexsmobs:cockroach, 30, 5, 5
390, extreme_hills, dreamwoods:alpine_fields, AMBIENT, alexsmobs:underminer, 50, 1, 1
391, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:blue_fairy, 15, 1, 2
392, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:cave_gnome, 20, 1, 3
393, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:green_fairy, 15, 2, 3
394, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:pink_fairy, 15, 1, 2
395, extreme_hills, dreamwoods:alpine_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
396, extreme_hills, dreamwoods:alpine_fields, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
397, extreme_hills, dreamwoods:alpine_fields, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
398, extreme_hills, dreamwoods:alpine_fields, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
399, extreme_hills, dreamwoods:alpine_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
400, extreme_hills, dreamwoods:alpine_fields, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
401, none, undergarden:ancient_sea, MONSTER, undergarden:nargoyle, 50, 1, 1
402, none, undergarden:ancient_sea, MONSTER, undergarden:muncher, 50, 1, 1
403, none, undergarden:ancient_sea, MONSTER, undergarden:sploogie, 50, 1, 1
404, none, undergarden:ancient_sea, MONSTER, undergarden:rotling, 60, 2, 4
405, none, undergarden:ancient_sea, MONSTER, undergarden:rotwalker, 60, 4, 4
406, none, undergarden:ancient_sea, MONSTER, undergarden:rotbeast, 60, 1, 2
407, none, undergarden:ancient_sea, MONSTER, alexsmobs:farseer, 1, 1, 1
408, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:baby_skeleton, 1, 1, 2
409, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:baby_spider, 1, 3, 5
410, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:barrel_zombie, 1, 1, 1
411, none, undergarden:ancient_sea, MONSTER, quark:stoneling, 1, 1, 1
412, none, undergarden:ancient_sea, MONSTER, quark:toretoise, 1, 2, 4
413, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:bloody_gadfly, 1, 1, 1
414, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:bonescaller, 1, 1, 1
415, none, undergarden:ancient_sea, MONSTER, ancient_elements:boulder, 1, 1, 1
416, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
417, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dark_vortex, 1, 1, 1
418, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:decaying_zombie, 1, 1, 1
419, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:decrepit_skeleton, 1, 1, 1
420, none, undergarden:ancient_sea, MONSTER, ancient_elements:dig, 1, 1, 1
421, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dire_hound_leader, 1, 1, 1
422, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:door_knight, 1, 1, 1
423, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dread_hound, 1, 3, 5
424, none, undergarden:ancient_sea, MONSTER, ancient_elements:drimble, 1, 1, 1
425, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 1, 1, 1
426, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:krampus, 1, 1, 1
427, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:krampus_henchman, 1, 2, 3
428, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:lifestealer, 1, 1, 1
429, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:missioner, 1, 1, 1
430, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mother_spider, 1, 1, 1
431, none, undergarden:ancient_sea, MONSTER, mowziesmobs:grottol, 1, 1, 1
432, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mr_pumpkin, 1, 1, 3
433, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mrs_pumpkin, 1, 1, 1
434, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
435, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:phantom_creeper, 1, 1, 1
436, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 1, 1, 1
437, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:restless_spirit, 1, 1, 1
438, none, undergarden:ancient_sea, MONSTER, ancient_elements:scamp, 1, 1, 1
439, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:senor_pumpkin, 1, 1, 2
440, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:siamese_skeletons, 1, 1, 1
441, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 1, 1, 1
442, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_demoman, 1, 1, 1
443, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_thrasher, 1, 1, 1
444, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 1, 2, 2
445, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide, 1, 1, 1
446, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spiritof_chaos, 1, 1, 1
447, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
448, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:swarmer, 1, 1, 1
449, none, undergarden:ancient_sea, MONSTER, terramity:uvogre, 1, 1, 1
450, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_bruiser, 1, 1, 1
451, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_clown, 1, 1, 1
452, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_fisherman, 1, 1, 1
453, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_lumberjack, 1, 1, 1
454, none, undergarden:ancient_sea, CREATURE, born_in_chaos_v1:thornshell_crab, 1, 1, 1
455, none, undergarden:ancient_sea, AMBIENT, undergarden:scintling, 30, 4, 8
456, none, undergarden:ancient_sea, AMBIENT, terramity:blue_fairy, 1, 1, 2
457, none, undergarden:ancient_sea, AMBIENT, terramity:cave_gnome, 1, 1, 3
458, none, undergarden:ancient_sea, AMBIENT, terramity:green_fairy, 1, 2, 3
459, none, undergarden:ancient_sea, AMBIENT, terramity:pink_fairy, 1, 1, 2
460, none, undergarden:ancient_sea, WATER_CREATURE, undergarden:gwib, 30, 1, 1
461, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 1, 3, 5
462, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 1, 1, 1
463, none, undergarden:ancient_sea, WATER_AMBIENT, undergarden:gwibling, 30, 3, 6
464, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:spider, 35, 4, 4
465, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie, 30, 4, 4
466, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie_villager, 30, 1, 1
467, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:skeleton, 60, 4, 4
468, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:creeper, 60, 4, 4
469, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:slime, 60, 4, 4
470, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:enderman, 40, 1, 4
471, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:witch, 30, 1, 1
472, forest, ars_nouveau:archwood_forest, MONSTER, species:bewereager, 30, 1, 2
473, forest, ars_nouveau:archwood_forest, MONSTER, species:cliff_hanger, 30, 1, 1
474, forest, ars_nouveau:archwood_forest, MONSTER, species:ghoul, 15, 1, 1
475, forest, ars_nouveau:archwood_forest, MONSTER, embers:ancient_golem, 30, 1, 1
476, forest, ars_nouveau:archwood_forest, MONSTER, crypticfoes:howler, 45, 1, 3
477, forest, ars_nouveau:archwood_forest, MONSTER, species:limpet, 20, 1, 1
478, forest, ars_nouveau:archwood_forest, MONSTER, species:quake, 15, 1, 1
479, forest, ars_nouveau:archwood_forest, MONSTER, species:wicked, 10, 1, 3
480, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:centipede_head, 30, 1, 1
481, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
482, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:murmur, 30, 1, 1
483, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
484, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
485, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
486, forest, ars_nouveau:archwood_forest, MONSTER, quark:stoneling, 10, 1, 1
487, forest, ars_nouveau:archwood_forest, MONSTER, quark:toretoise, 10, 2, 4
488, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
489, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
490, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:boulder, 10, 1, 1
491, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
492, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
493, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
494, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
495, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:dig, 15, 1, 1
496, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
497, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
498, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
499, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:drimble, 5, 1, 1
500, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
501, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
502, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
503, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
504, forest, ars_nouveau:archwood_forest, MONSTER, adamsarsplus:mage, 10, 1, 2
505, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
506, forest, ars_nouveau:archwood_forest, MONSTER, goety:reaper, 10, 1, 1
507, forest, ars_nouveau:archwood_forest, MONSTER, goety:wraith, 10, 1, 1
508, forest, ars_nouveau:archwood_forest, MONSTER, goety:web_spider, 10, 4, 4
509, forest, ars_nouveau:archwood_forest, MONSTER, goety:necromancer, 30, 1, 1
510, forest, ars_nouveau:archwood_forest, MONSTER, goety:warlock, 10, 1, 1
511, forest, ars_nouveau:archwood_forest, MONSTER, goety:heretic, 10, 1, 1
512, forest, ars_nouveau:archwood_forest, MONSTER, goety:maverick, 10, 1, 1
513, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
514, forest, ars_nouveau:archwood_forest, MONSTER, mowziesmobs:grottol, 30, 1, 1
515, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
516, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
517, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
518, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
519, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
520, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
521, forest, ars_nouveau:archwood_forest, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
522, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
523, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
524, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
525, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
526, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:scamp, 15, 1, 1
527, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
528, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
529, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
530, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
531, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
532, forest, ars_nouveau:archwood_forest, MONSTER, alshanex_familiars:hunter_pet, 10, 2, 3
